text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count
#Vaccine = Depopulation              Africa we need to WAKE UP ! @BillGates @melindagates Are out here trying to ki… https://t.co/tIe2Yz6prV,Wed Jan 13 08:02:32 +0000 2021,,en,,,11454,1440,Producer 🎹 | Artist 🎙| IG: @SupremeKingBruh | TikTok: @SupremekingBruh | Bookings: TakeoverxStudios95@gmail.com,DOJO,1071692112,Tue Jan 08 18:55:03 +0000 2013,False,False,https://t.co/xc3Apkjzdf,0,2034,False,,1664,True,I’m King®,,SupremeKingbruh,False,C0DEED,http://pbs.twimg.com/profile_images/1322777294713331713/BvVjirDF_normal.jpg,,1349265562413780992,1,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,0
@rupertmurdoch @BillGates course now after his mvp refused invocation today that wld be a bit more difficult yet gu… https://t.co/1FiQWjeTw9,Wed Jan 13 07:59:28 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349264789218811904,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
"RT @SputnikInt: Peruvian court probing judge's ruling alleging Soros, Bill Gates are creators of #COVID19 pandemic 

@georgesoros @BillGate…",Wed Jan 13 07:58:53 +0000 2021,,en,,,395420,37493,General Analyst 📧 | Creator 🚀 | Social Media Enthusiast,"EL/Kwelera, South Africa📍",950332959038558208,Mon Jan 08 11:46:48 +0000 2018,False,False,https://t.co/Iew0cjIoLX,6,19321,False,,20516,True,M S I V A N A 🚀,,SiveXaluva,True,F5F8FA,http://pbs.twimg.com/profile_images/1315564310664445953/0fjzNUUI_normal.jpg,,1349264643752136704,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,70
4. When you check the history once Bitcoin has set it's ATH of $300 and has reached $3. It was like 100 times down… https://t.co/4i5G7U46gw,Wed Jan 13 07:58:49 +0000 2021,,en,,,417,319,Engineer turned to be Cryptoenthusiast I Bitcoin Supporter  I Will support all types of business Marketing related to Cryptospace I Volunteer,,2212866974,Sun Nov 24 18:06:47 +0000 2013,False,False,,2,24,False,,130,True,Vijay Ganth,,VijayGanthG,True,C0DEED,http://pbs.twimg.com/profile_images/1111976607739187200/YEbSUIpl_normal.jpg,,1349264627503284224,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
@rupertmurdoch @BillGates then ray thought yesterday well if he isn't a bagel we may not be able to use that verbia… https://t.co/SserWBuSdN,Wed Jan 13 07:56:33 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349264052992708608,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
@PWitchell @DaveMuscarella @foxnation @TomiLahren @BillGates's 1st assembly line was in his fucking garage,Wed Jan 13 07:55:36 +0000 2021,,en,,,11075,9072,"Independent 
#USAF #VeteransForResponsibleLeadership  
@VetsForRL
~ 4X Stage IV #NSCLC Survivor & Fighter since 2011
~ PM of things
#Sober 05.04.97

☮️❤️🛡️","Saint Charles, IL",198030736,Sun Oct 03 04:21:26 +0000 2010,False,False,,2,161,False,,352,False,Peter Phillips,,peterBphillips,True,000000,http://pbs.twimg.com/profile_images/1348464150176026626/f-E8ky8U_normal.jpg,,1349263817453281282,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
@rupertmurdoch @BillGates ray flashed yesterday if Mickey was a bagel he cld of recuse his self.,Wed Jan 13 07:53:55 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349263391123116032,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
"FBI report warned of ‘war’ at Capitol, contradicting claims there was no indication of looming violence… https://t.co/LZCG5naRsK",Wed Jan 13 07:53:37 +0000 2021,,en,,,7,15715,War Lords; War Crimes; Genocide Atrocities around the World and Saving Lives. Ordinance on USA involvement and why?! Former operative. randomwars@mail.com,,3487892000,Tue Sep 08 01:43:10 +0000 2015,False,False,,1,2610,False,,4947,False,Random Wars!,,wars_random,True,000000,http://pbs.twimg.com/profile_images/1138974244606398464/etcDpP2I_normal.jpg,,1349263318326808576,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
@GazerColt @BillGates You're useless,Wed Jan 13 07:52:48 +0000 2021,,en,,,1624,443,I am not a 2000,"Durban, South Africa",1331156552691175428,Tue Nov 24 08:44:01 +0000 2020,False,False,,0,1448,False,,2561,True,Amanda,,Amanda_Khoza_,False,F5F8FA,http://pbs.twimg.com/profile_images/1338763891074101250/oMtKjmsf_normal.jpg,,1349263112000700416,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
"@Amanda_Khoza_ @BillGates Thanks for proving my point, again. 
😁 https://t.co/x73drnuUCr",Wed Jan 13 07:50:58 +0000 2021,,en,,,1106,751,,,995530660914835462,Sun May 13 05:06:20 +0000 2018,False,False,,0,6,False,,157,True,GazerColt,,GazerColt,False,F5F8FA,http://pbs.twimg.com/profile_images/1282021417161306113/-DJ-Tp_W_normal.jpg,,1349262650895687683,1,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,0
RT @Ah_Zwange21: @MikoziNetwork @elonmusk @JeffBezos @BillGates @markzuckerburg Ku mikozi pajaso kuli ma beardless okhaokha 😂😂😂,Wed Jan 13 07:50:43 +0000 2021,,sl,,,2788,15509,,,348321982,Thu Aug 04 07:09:58 +0000 2011,False,False,https://t.co/OUX41o0JQj,11,15620,False,,777,True,Mikozi Network,,MikoziNetwork,False,C0DEED,http://pbs.twimg.com/profile_images/1018805345399996416/pqwOCcJF_normal.jpg,,1349262585791737856,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,1
@ErinElmore @BillGates @gatesfoundation @WHO @realDonaldTrump @Microsoft This aged well.,Wed Jan 13 07:49:15 +0000 2021,,en,,,40940,13090,Bleeding #Vikings Purple 💜 and #UPS Brown 📦 from Sunday to sundown. Oxford comma enthusiast. Musings are my own. #SKOL #CACHFeeder,"Chicago, IL",544622751,Tue Apr 03 19:44:36 +0000 2012,False,False,https://t.co/pXfmF5vOn6,8,1624,False,,1136,False,Michael Marshall,,mmarshall35,True,642D8B,http://pbs.twimg.com/profile_images/1274024272982351872/TR4auD6X_normal.jpg,,1349262219280850946,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,0
@GazerColt @BillGates Go fuck yourself,Wed Jan 13 07:49:03 +0000 2021,,en,,,1624,443,I am not a 2000,"Durban, South Africa",1331156552691175428,Tue Nov 24 08:44:01 +0000 2020,False,False,,0,1448,False,,2561,True,Amanda,,Amanda_Khoza_,False,F5F8FA,http://pbs.twimg.com/profile_images/1338763891074101250/oMtKjmsf_normal.jpg,,1349262169209245696,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
"RT @Kipkoech_the4th: Who is Dr. Robert Young? 

He admits that there is need for Sterilization and World Population Control and that a whop…",Wed Jan 13 07:48:37 +0000 2021,,en,,,2887,1186,,,235630176,Sat Jan 08 18:01:24 +0000 2011,False,False,,0,320,False,,417,True,Mutindi,,mutindis,True,C0DEED,http://pbs.twimg.com/profile_images/923458335961243648/JMl9Sk0d_normal.jpg,,1349262058521505792,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,1
@BillGates  Good Morning miss https://t.co/xYRIQGRM1C,Wed Jan 13 07:48:26 +0000 2021,,en,,,6355,3149,"JESUS ¡Sin miedo, 🗡NWO! El SARSCov2 NO EXISTE. Con una Soga arreglo muchos problemas: Comunistas, Sionistas, Masones, Politicos. ✝️ ex-Militar","""pais"" vasco es España; Zamora",2504864929,Sun May 18 16:04:29 +0000 2014,False,False,https://t.co/na80dnWJzO,1,370,False,,408,True,Víctor_awake 2 🐇 Un Portugués en España,,portugueslight,True,C0DEED,http://pbs.twimg.com/profile_images/1345119394897285120/kZTSexB7_normal.jpg,,1349262011251765250,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,0
"As U.S. forces leave, Somalia’s elite fighting unit fears becoming a political pawn https://t.co/6gzhaz6vZY… https://t.co/Q9uOzucYxa",Wed Jan 13 07:48:22 +0000 2021,,en,,,7,15715,War Lords; War Crimes; Genocide Atrocities around the World and Saving Lives. Ordinance on USA involvement and why?! Former operative. randomwars@mail.com,,3487892000,Tue Sep 08 01:43:10 +0000 2015,False,False,,1,2610,False,,4947,False,Random Wars!,,wars_random,True,000000,http://pbs.twimg.com/profile_images/1138974244606398464/etcDpP2I_normal.jpg,,1349261994877018115,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
@MikoziNetwork @elonmusk @JeffBezos @BillGates @markzuckerburg Mikozi facebook ndeyanu social media yodyera osati p… https://t.co/qTnl7nWTVJ,Wed Jan 13 07:47:15 +0000 2021,,ht,,,6,86,Graphic designer in brochures| magazines| song artworks| manipulations | book covers|cartoons|Company ID| CV| business cards| certificate| social media ads,"Malawi, karonga",1277512526171975680,Mon Jun 29 08:01:52 +0000 2020,False,False,https://t.co/pSXFy2XdX9,0,52,False,,183,True,Brytee arts,,Brytee9,False,F5F8FA,http://pbs.twimg.com/profile_images/1308670711070949376/Ynzz_Boy_normal.jpg,,1349261714370539520,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
@BillGates https://t.co/zyl8GVadAb,Wed Jan 13 07:46:38 +0000 2021,,und,,,14377,5908,🏳️‍⚧️ transfem | 18 | they/she | nsfw(idk maybe) | @madd13line 🥲,soup,1243478774189969413,Fri Mar 27 10:03:48 +0000 2020,False,False,https://t.co/1zzYd9D7kH,2,226,False,,549,True,Bri🖤 annoyed,,joyjoybri,False,F5F8FA,http://pbs.twimg.com/profile_images/1346351857799577600/U1oeAtcW_normal.jpg,,1349261560103882753,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,0
@BillGates https://t.co/vgn9lseh4T,Wed Jan 13 07:46:16 +0000 2021,,und,,,15457,11013,QUINTESSENTIAL,loading...,53170570,Thu Jul 02 20:02:32 +0000 2009,False,False,,3,6636,False,,7070,True,Vanessa Thompson,,thompsonmz,False,C0DEED,http://pbs.twimg.com/profile_images/1331271638332166153/N-hhnQ5Q_normal.jpg,,1349261467892252672,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
"RT @SeanGoss31: In an interview with @radio786online , the host attacked me with "" You in no position to question vaccine, leave it to the…",Wed Jan 13 07:45:59 +0000 2021,,en,,,144946,38751,Politics & business,"Greenstone Hill, south africa",725392417675956225,Wed Apr 27 18:33:24 +0000 2016,False,False,,2,2393,False,,1629,True,Entrepreneur,,07372145stix,False,F5F8FA,http://pbs.twimg.com/profile_images/1343205067877470208/me5MGzAO_normal.jpg,,1349261394466713601,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,12
@Leolebra1 @SputnikInt @georgesoros @BillGates @EFFSouthAfrica Those ones are buyable,Wed Jan 13 07:43:56 +0000 2021,,en,,,125569,184367,"I tweet what I like.I support the truth,no matter who tells it. Don't expect me to always agree with you,I won't expect that from you. #PutSouthAfricansFirst❤","Randfontein, South Africa",1032915104252276736,Fri Aug 24 08:58:46 +0000 2018,False,False,,2,4140,False,,48,True,Mashiya'amahle,,PNMaster_,False,F5F8FA,http://pbs.twimg.com/profile_images/1309126545823457284/-IiM4PBU_normal.jpg,,1349260880786190336,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
"RT @MikoziNetwork: Did you know??? The world's top 5 richest have no beard.
1. @elonmusk 
2. @JeffBezos 
3. @BillGates 
4. Bernard Arnault…",Wed Jan 13 07:43:56 +0000 2021,,en,,,220,38,Keep your head up...Be smart🙌🙌,,1335919017140359168,Mon Dec 07 12:09:22 +0000 2020,False,False,,0,35,False,,185,True,nellz,,nellz89967232,False,F5F8FA,http://pbs.twimg.com/profile_images/1348572920558268416/eEx9iaAX_normal.jpg,,1349260880396111872,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,2
"RT @hypnomez13: Плюси від пандемії – закрилась найбільша озонова дірка над Антарктидою. 

@BillGates бореться проти глобального потепління…",Wed Jan 13 07:43:49 +0000 2021,,uk,,,115725,79684,Ми тут в пустині сад зробимо! Фанат #Непогано. Форсую #МемиУкраїнською та #УкраїнськіМеми.,Україна,92578000,Wed Nov 25 18:10:32 +0000 2009,False,False,,1,469,False,,1385,True,Віталій Літвінов,,mad_smile,True,C0DEED,http://pbs.twimg.com/profile_images/1256847251382681602/2YsogfMi_normal.jpg,,1349260848804614144,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,2
"RT @SeanGoss31: In an interview with @radio786online , the host attacked me with "" You in no position to question vaccine, leave it to the…",Wed Jan 13 07:43:44 +0000 2021,,en,,,38432,25916,,,823853087341350913,Tue Jan 24 11:20:57 +0000 2017,False,False,,0,415,False,,865,True,senzo mngadi,,senzomngadi05,False,F5F8FA,http://pbs.twimg.com/profile_images/1341378026202947584/ETpJ-fDL_normal.jpg,,1349260828961345537,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,12
"RT @SputnikInt: Peruvian court probing judge's ruling alleging Soros, Bill Gates are creators of #COVID19 pandemic 

@georgesoros @BillGate…",Wed Jan 13 07:43:32 +0000 2021,,en,,,125569,184367,"I tweet what I like.I support the truth,no matter who tells it. Don't expect me to always agree with you,I won't expect that from you. #PutSouthAfricansFirst❤","Randfontein, South Africa",1032915104252276736,Fri Aug 24 08:58:46 +0000 2018,False,False,,2,4140,False,,48,True,Mashiya'amahle,,PNMaster_,False,F5F8FA,http://pbs.twimg.com/profile_images/1309126545823457284/-IiM4PBU_normal.jpg,,1349260779137150976,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,70
@SputnikInt @Gentlements @georgesoros @BillGates https://t.co/qMoap9BOO4,Wed Jan 13 07:43:30 +0000 2021,,und,,,125569,184367,"I tweet what I like.I support the truth,no matter who tells it. Don't expect me to always agree with you,I won't expect that from you. #PutSouthAfricansFirst❤","Randfontein, South Africa",1032915104252276736,Fri Aug 24 08:58:46 +0000 2018,False,False,,2,4140,False,,48,True,Mashiya'amahle,,PNMaster_,False,F5F8FA,http://pbs.twimg.com/profile_images/1309126545823457284/-IiM4PBU_normal.jpg,,1349260771629404161,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
"Before riot, Trump said ‘we got to get rid’ of Rep. Liz Cheney. Now she supports impeaching him. https://t.co/vJ3VJ2B4uB @BillGates",Wed Jan 13 07:42:48 +0000 2021,,en,,,7,15715,War Lords; War Crimes; Genocide Atrocities around the World and Saving Lives. Ordinance on USA involvement and why?! Former operative. randomwars@mail.com,,3487892000,Tue Sep 08 01:43:10 +0000 2015,False,False,,1,2610,False,,4947,False,Random Wars!,,wars_random,True,000000,http://pbs.twimg.com/profile_images/1138974244606398464/etcDpP2I_normal.jpg,,1349260593908224001,1,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
@BillGates @senatemajldr no police pensions unless your still on the force @age 65. (30’)  ??’ ✔️ https://t.co/rGFZy8BW7k,Wed Jan 13 07:41:11 +0000 2021,,en,,,2,508,“E=mc2 Mania!” What this world needs is kinetics. “Fossil fuels?!!” So how on earth are we ever going to make either crude oil & lithium? Einstein’s theory.,"Seattle, WA",1103516123641798657,Thu Mar 07 04:42:00 +0000 2019,False,False,,0,8,False,,35,True,Frank McWalters Mechanical Designer,,McwaltersFrank,False,F5F8FA,http://pbs.twimg.com/profile_images/1103516311643029504/BPAGatIi_normal.jpg,,1349260188457439232,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,0
@rupertmurdoch @BillGates knock knock who's there??,Wed Jan 13 07:39:05 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349259657970216961,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
@rupertmurdoch @BillGates security,Wed Jan 13 07:38:32 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349259520422203393,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
@BillGates @Robert o Young . Your evil Agenda about Africans will be in vain . Evil men in disguise 🥸watch this vid… https://t.co/pQaAtCE227,Wed Jan 13 07:38:29 +0000 2021,,en,,,167,569,"BAGBIGDREAMZ love life

SAY NO TO BAD LEADERSHIP IN NIGERIA",,1170297196241141760,Sat Sep 07 11:26:21 +0000 2019,False,False,,0,79,False,,1185,True,Bagbigdreamz,,bagbigdreamz,False,F5F8FA,http://pbs.twimg.com/profile_images/1321399653108228103/hBKsRoLn_normal.jpg,,1349259510200872962,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,0
@rupertmurdoch @BillGates @NSAGov the more public we go the more the juice starts to run gents.  Fyi.,Wed Jan 13 07:38:03 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349259401283006464,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
@AbubakarMburu @Asmali77 @BillGates You know even the United States first lady did the same with Michelle's speech😂😂,Wed Jan 13 07:37:58 +0000 2021,,en,,,6583,1371,"Software Engineer
Techy
Man Utd
I can't live without playing football (soccer)
I enjoy cooking, a little of sane political discussions","Nairobi, Kenya",472217105,Mon Jan 23 18:32:56 +0000 2012,False,False,https://t.co/YN61mjFbMP,1,141,False,,37,False,Brian Kimo,,kimobrian254,True,000000,http://pbs.twimg.com/profile_images/1151745965470208001/eYliMIp0_normal.jpg,,1349259377593749508,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
Secret Service launches massive security operation to protect Biden inauguration https://t.co/nrbQXJuwbx @BillGates ??',Wed Jan 13 07:36:08 +0000 2021,,en,,,7,15715,War Lords; War Crimes; Genocide Atrocities around the World and Saving Lives. Ordinance on USA involvement and why?! Former operative. randomwars@mail.com,,3487892000,Tue Sep 08 01:43:10 +0000 2015,False,False,,1,2610,False,,4947,False,Random Wars!,,wars_random,True,000000,http://pbs.twimg.com/profile_images/1138974244606398464/etcDpP2I_normal.jpg,,1349258915230347265,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,0
STOP THE STEAL! @JoeBiden @KamalaHarris @KamalaHarris pathetic fraudulent illegal losers. LOCK THEM UP WITH THERE T… https://t.co/w8BJ13laGI,Wed Jan 13 07:32:23 +0000 2021,,en,,,159,94,"Husband, Father, Grandparent, U.S. Marine Veteran, Entrepreneur, Chairman, Christian, Stewardship, Humanitarian and Philanthropist.","Arizona, USA",1344504190857428994,Thu Dec 31 04:44:49 +0000 2020,False,False,,0,25,False,,458,True,Steve Clark,,saclark1963a,False,F5F8FA,http://pbs.twimg.com/profile_images/1344505382643765248/N_ZoVg85_normal.jpg,,1349257973609058306,0,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,0
@MikoziNetwork @elonmusk @JeffBezos @BillGates @markzuckerburg Ku mikozi pajaso kuli ma beardless okhaokha 😂😂😂,Wed Jan 13 07:32:12 +0000 2021,,sl,,,7893,903,Ine ndikasangalala ndekuti wina walira😂,,1260718757929943041,Wed May 13 23:49:39 +0000 2020,False,False,,0,2156,False,,2520,True,Minister Of Thick Ladies🔥,,Ah_Zwange21,False,F5F8FA,http://pbs.twimg.com/profile_images/1279666828692918272/S0X6dULQ_normal.jpg,,1349257927119532033,1,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,1
"RT @MikoziNetwork: Did you know??? The world's top 5 richest have no beard.
1. @elonmusk 
2. @JeffBezos 
3. @BillGates 
4. Bernard Arnault…",Wed Jan 13 07:31:49 +0000 2021,,en,,,75803,69458,"|| Model || Friendly || Creative || Crazy || Next Multi - Millionaire 



||Follow ur dreams & surround urself with creative & active people",MALAWI (MW) Lilongwe (L~city),2736953663,Fri Aug 08 05:59:55 +0000 2014,False,False,https://t.co/Q6aSDjs0dJ,0,1949,False,,1243,True,Dumie_Mw👑,,Mr_KFB_MW,False,C0DEED,http://pbs.twimg.com/profile_images/1318410971485011968/_NaBprBW_normal.jpg,,1349257829723627520,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,2
@BillGates @melindagates @RNTata2000 @MarkZukerberg @gautam_adani @AdaniPriti @JackMa @JeffBezos @mackenziescott… https://t.co/QAVOg0HPuJ,Wed Jan 13 07:26:51 +0000 2021,,hi,,,108043,119695,,,3314775007,Fri Aug 14 04:38:37 +0000 2015,False,False,,52,697,False,,402,True,सन्दीप वर्मा,,Sandeep32806231,True,C0DEED,http://pbs.twimg.com/profile_images/1314838894609862656/ULV8BRxK_normal.jpg,,1349256582207598592,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
RT @BillGates: It’s great to see India’s leadership in scientific innovation and vaccine manufacturing capability as the world works to end…,Wed Jan 13 07:26:51 +0000 2021,,en,,,73,6,My bio is under construction......🙂👀,,1348618347605237760,Mon Jan 11 13:11:12 +0000 2021,False,False,,0,2,False,,45,True,Sagnik Baul003,,SBaul003,False,F5F8FA,http://pbs.twimg.com/profile_images/1348622228879941636/ag0XBg8W_normal.jpg,,1349256579866972162,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,20598
RT @ChefDrStrange1: @TracyZille @BillGates what will u gain if everyone dies and leave the whole world 🌍 to u https://t.co/8XeWUy1Gm5,Wed Jan 13 07:26:29 +0000 2021,,en,,,12306,30511,"D 1 wa Wajumbe: Young Africans & Man United faithful, all-time learner with critical views in all walks of life",Tg 9363,1155887325550977026,Mon Jul 29 17:06:28 +0000 2019,False,False,,5,9485,False,,388,True,Chiggs,,Chiggscom,False,F5F8FA,http://pbs.twimg.com/profile_images/1188530075655909376/aunRj4d6_normal.jpg,,1349256488766869504,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,3
"RT @MrQuantity: @nadhimzahawi @Fox_Claire Thank goodness 

Please explain this to @BillGates &amp; @ProfKlausSchwab and the rest of the gang…",Wed Jan 13 07:25:48 +0000 2021,,en,,,118577,36500,"Ex Army.Against left wing indoctrination in schools. For reform of parliament. For elected House of Lords. Dislikes dictatorships. Love Europe, Hate the EU.🇬🇧",The North West.,740803826,Mon Aug 06 15:04:26 +0000 2012,False,False,,7,594,False,,170,True,Peter Bucksey,,peter_bucksey,True,C0DEED,http://pbs.twimg.com/profile_images/1338224808421699584/_LZh3tJv_normal.jpg,,1349256316422922245,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,2
RT @MrsCQE: Be careful what you wish for 😎 @SpeakerPelosi @SenSchumer @JoeBiden @SenKamalaHarris @HillaryClinton @BarackObama @georgesoros…,Wed Jan 13 07:25:46 +0000 2021,,en,,,26277,18418,"Free thinking American loving patriot that bleeds red, white and blue🇺🇸Seeking to find truth in the noise..I seldom chime in..your tweets speak for me..",,1253479858639962113,Fri Apr 24 00:24:57 +0000 2020,False,False,,0,217,False,,560,True,Dr. Taurus Truth No Bullshit,,no_taurus,False,F5F8FA,http://pbs.twimg.com/profile_images/1303888570663530497/u3M4O5mx_normal.jpg,,1349256309653254146,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,4
@rupertmurdoch @BillGates @WarrenBuffett warren until ray hears gone frozen you're in the mix on this one,Wed Jan 13 07:25:43 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349256297036713986,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
RT @BillGates: I’ve been working for some time on a book about what we need to do over the next decade to avoid a climate disaster. I’m exc…,Wed Jan 13 07:24:57 +0000 2021,,en,,,13179,9605,Independent Book Publisher: Passionate about enriching those who follow us on Twitter. We love books and ideas! Order your book now.   https://t.co/bnAPuiQ2k3,USA ,97462768,Thu Dec 17 15:19:18 +0000 2009,False,False,https://t.co/AMRYCcp0i4,122,2269,False,,2238,False,LakeshorePress,,LakeshorePress,False,C0DEED,http://pbs.twimg.com/profile_images/1321204753137717248/Usny6g1u_normal.jpg,,1349256101380849667,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",False,1116
@rupertmurdoch @BillGates @WarrenBuffett we gotta do something time is ticking if threats are real it's very very very serious situation,Wed Jan 13 07:24:49 +0000 2021,,en,,,61,3391,,East Of Pch,1333653962730291200,Tue Dec 01 06:08:38 +0000 2020,False,False,,0,1,False,,52,True,.,,i_mdb_2021,False,F5F8FA,http://pbs.twimg.com/profile_images/1333660013185753090/tTwLvbZu_normal.jpg,,1349256069894213633,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,0
